Health Center Site Fact Identification Number,Site Name,UDS Number,Site Telephone Number,Site Web Address,Operating Hours per Week,Health Center Grantee Identification Number,Grant Number,Grantee Name,Grantee Organization Type Description,Migrant Health Centers HRSA Grant Subprogram Indicator,Community Health HRSA Grant Subprogram Indicator,School Based Health Center HRSA Grant Subprogram Indicator,Public Housing HRSA Grant Subprogram Indicator,Health Care for the Homeless HRSA Grant Subprogram Indicator,Site Address Identification Number,Site Address Source System Identification Number,Enterprise Site Repository Source ID,Site Data Source,Site Address,Site City,Site State Abbreviation,Site Postal Code,U.S. - Mexico Border 100 Kilometer Indicator,Health Center Site Population Type Description,Health Center Location Setting Identification Number,Health Center Service Delivery Site Location Setting Description,Health Center Status Identification Number,Site Status Description,Health Center Location Identification Number,Health Center Location Type Description,Health Center Type Identification Number,Health Center Type Description,Health Center Operator Identification Number,Health Center Operator Description,Health Center Operating Schedule Identification Number,Health Center Operational Schedule Description,Health Center Operating Calendar Surrogate Key,Health Center Operating Calendar,County or County Equivalent Federal Information Processing Standard Code,County Equivalent Name,County Description,Complete County Name,State and County Federal Information Processing Standard Code,State FIPS Code,State Name,Name of U.S. Senator Number One,Name of U.S. Senator Number Two,HHS Region Code,HHS Region Name,U.S. - Mexico Border County Indicator,Congressional District Number,Congressional District Name,State FIPS and Congressional District Number Code,U.S. Congressional Representative Name,Uniform Resource Locator (URL) for a Member of the U.S. House of Representatives,Data Warehouse Record Create Date Text,Data Warehouse Record Create Date,BPHC Assigned Number,Site Open Date,Site Open Date Text,Site Added to Scope this Date,Site Add to Scope Date Text,BHCMIS Site Identification Number,Federally Qualified Health Center (FQHC) Look-Alike Number,Federally Qualified Health Center (FQHC) Look-Alike Organization Name,Federally Qualified Health Center (FQHC) Look-Alike Street Address,Federally Qualified Health Center (FQHC) Look-Alike Organization City,Federally Qualified Health Center (FQHC) Look-Alike Organization State,Federally Qualified Health Center (FQHC) Look-Alike Organization ZIP Code,Federally Qualified Health Center (FQHC) Look-Alike Organization Site Administrator Contact Name,Federally Qualified Health Center (FQHC) Look-Alike Organization Site Administrator Contact Telephone Number,Federally Qualified Health Center (FQHC) Look-Alike Organization Site Administrator Contact Email Address,Geocoding Artifact Address Primary X Coordinate,Geocoding Artifact Address Primary Y Coordinate
4848,AltaMed Medical &amp; Dental Group: East LA/Whittier West (Boyle Heights),09311F,323-265-1998,www.altamed.org,64,1002,H80CS00142,AltaMed Health Services Corporation,"Corporate Entity, Federal Tax Exempt",N,Y,N,Y,N,4724,6077725F-4890-4C5F-8105-DC9AA7B72814,B26A9C42-A471-4783-8D2E-3BDCF097B3A4,ESR_SCP,3945 Whittier Blvd,Los Angeles,CA,90023-2440,N,Urban,7,All Other Clinic Types,1,Active,1,Permanent,2,Service Delivery Site,1,Health Center/Applicant,1,Full-Time,1,Year-Round,37,Los Angeles,County            ,Los Angeles County,6037,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,N,40,California District 40,640,Lucille Roybal-Allard,https://roybal-allard.house.gov/,3/19/18,3/19/18,BPS-H80-000947,1/12/04,1/12/04,1/12/04,1/12/04,93110,,,,,  ,,,,,-118.187712,34.02394753
4851,COMMUNITY HEALTH CENTER - SAN MIGUEL,,805-467-2344,,40,282,H80CS00621,"Community Health Centers Of The Central Coast, Inc.","Corporate Entity, Federal Tax Exempt",Y,Y,N,Y,Y,3603,48FEDA31-07BB-4567-BC75-27282D43407A,92750FFA-BE86-46CC-BD57-55F295D686A2,ESR_SCP,1385 Mission St,San Miguel,CA,93451,N,Unknown,7,All Other Clinic Types,1,Active,1,Permanent,2,Service Delivery Site,1,Health Center/Applicant,0,Unknown,0,Unknown,79,San Luis Obispo,County            ,San Luis Obispo County,6079,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,N,24,California District 24,624,Salud O. Carbajal,https://carbajal.house.gov/,3/19/18,3/19/18,BPS-H80-017983,,/,5/17/16,5/17/16,90710,,,,,  ,,,,,-120.6962348,35.7525579
4855,Burre Dental Center,09154I,707-442-7078 x205,www.opendoorhealth.com,50,689,H80CS00225,OPEN DOOR COMMUNITY HEALTH CENTERS,"Corporate Entity, Federal Tax Exempt",N,Y,N,N,N,10430,D711CEBB-540A-4879-B121-9A8A3217CA93,98BA423C-0218-4F64-B610-A4654BB2F6D9,ESR_SCP,959 Myrtle Ave,Eureka,CA,95501-1219,N,Rural,7,All Other Clinic Types,1,Active,1,Permanent,2,Service Delivery Site,1,Health Center/Applicant,1,Full-Time,1,Year-Round,23,Humboldt,County            ,Humboldt County,6023,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,N,2,California District 02,602,Jared Huffman,http://huffman.house.gov,3/19/18,3/19/18,BPS-H80-001665,1/10/02,1/10/02,1/10/02,1/10/02,91540,,,,,  ,,,,,-124.1497592,40.80063813
4856,Hurtt Family Health Clinic - Anaheim,,714-247-0300,,30,1316,H80CS12875,"HURTT FAMILY HEALTH CLINIC, INC.","Corporate Entity, Federal Tax Exempt",N,N,N,N,Y,8057,A4ED7F0F-014F-4303-AEF2-7BEBF90BBC9C,91E59B4B-B108-4123-9AB7-DF09384E6ACA,ESR_SCP,947 S Anaheim Blvd Ste 260,Anaheim,CA,92805-5591,N,Unknown,7,All Other Clinic Types,1,Active,1,Permanent,2,Service Delivery Site,1,Health Center/Applicant,0,Unknown,0,Unknown,59,Orange,County            ,Orange County,6059,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,N,46,California District 46,646,J. Luis Correa,https://correa.house.gov/,3/19/18,3/19/18,BPS-H80-019545,,/,4/19/17,4/19/17,9.00E+06,,,,,  ,,,,,-117.909404,33.82165333
4867,Venice Family Clinic - Irma Colen Health Center,,310-664-7420,www.venicefamilyclinic.org,50,914,H80CS04217,Venice Family Clinic,"Corporate Entity, Federal Tax Exempt",N,Y,N,Y,Y,3121,3F8A9EE7-1205-46A9-93F6-B996F05AC642,E3237619-8DCD-48B7-B60D-400669609C20,ESR_SCP,4700 Inglewood Blvd Ste 102,Culver City,CA,90230-5896,N,Urban,7,All Other Clinic Types,1,Active,1,Permanent,2,Service Delivery Site,1,Health Center/Applicant,1,Full-Time,1,Year-Round,37,Los Angeles,County            ,Los Angeles County,6037,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,N,37,California District 37,637,Karen Bass,http://karenbass.house.gov/,3/19/18,3/19/18,BPS-H80-008650,10/30/09,10/30/09,6/29/09,6/29/09,94890,,,,,  ,,,,,-118.4151944,33.99315608
4870,Camino Health Center - Lake Forest,,949-240-2272,www.caminohealthcenter.org,40,16,H80CS24195,CAMINO HEALTH CENTER,"Corporate Entity, Federal Tax Exempt",N,Y,N,N,N,3522,476BB51A-BA89-4BA6-92A6-B7E271D5F0F5,D5D7A952-BBAD-45A6-8AC2-145979433ED8,ESR_SCP,22481 Aspan St Ste A,Lake Forest,CA,92630-1648,N,Unknown,7,All Other Clinic Types,1,Active,1,Permanent,2,Service Delivery Site,1,Health Center/Applicant,0,Unknown,0,Unknown,59,Orange,County            ,Orange County,6059,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,N,45,California District 45,645,Mimi Walters,https://walters.house.gov/,3/19/18,3/19/18,BPS-H80-018159,,/,6/16/16,6/16/16,09E00520,,,,,  ,,,,,-117.7126504,33.63577864
4878,North Avenue Medical Center,,916-924-6703,,30,1462,H80CS24113,ELICA HEALTH CENTERS,"Corporate Entity, Federal Tax Exempt",N,Y,N,N,N,5086,67897C23-F91D-4A27-A931-611D92CE540B,9FC929AF-AEF2-4567-A5E0-278A7B2F5C0B,ESR_SCP,1281 North Ave,Sacramento,CA,95838-3661,N,Unknown,7,All Other Clinic Types,1,Active,1,Permanent,2,Service Delivery Site,1,Health Center/Applicant,0,Unknown,0,Unknown,67,Sacramento,County            ,Sacramento County,6067,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,N,6,California District 06,606,Doris O. Matsui,http://matsui.house.gov,3/19/18,3/19/18,BPS-H80-019173,,/,1/26/17,1/26/17,09E00477,,,,,  ,,,,,-121.4372187,38.64025859
4881,NECC - Harbor City Health Center,,310-784-5800,www.necc.net,40,,,,, , , , , ,8069,A51BFFD6-A329-4CCE-B077-2931C273E852,B57EFA5E-CA40-4B0A-AFD2-82D141D08DF1,FQHC_LKL,1403 Lomita Blvd Ste 100,Harbor City,CA,90710-2084,N,Urban,7,All Other Clinic Types,1,Active,1,Permanent,2,Service Delivery Site,1,Health Center/Applicant,1,Full-Time,0,Unknown,37,Los Angeles,County            ,Los Angeles County,6037,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,N,43,California District 43,643,Maxine Waters,https://waters.house.gov/,3/19/18,3/19/18,BPS-LAL-012546,1/2/13,1/2/13,4/26/13,4/26/13,,LAL00033,"NORTHEAST COMMUNITY CLINIC, INC",200 E ANAHEIM ST,WILMINGTON,CA,90744-5809,Christopher T Lau,626-457-6900 x06,Clau@necc.net,-118.3018415,33.7978275
4899,Martinez Health Center -Specialty 2A,,925-370-5851,,60,397,H80CS00050,"CONTRA COSTA, COUNTY OF",U.S. Government Entity,N,N,N,N,Y,2260,2D86D0C8-A775-4C3E-85FC-62FDA575BA2B,8921F306-5F77-437D-B83F-4FAB3A3C0BED,ESR_SCP,2500 Alhambra Ave # 2A,Martinez,CA,94553-3156,N,Unknown,7,All Other Clinic Types,1,Active,1,Permanent,2,Service Delivery Site,1,Health Center/Applicant,0,Unknown,0,Unknown,13,Contra Costa,County            ,Contra Costa County,6013,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,N,5,California District 05,605,Mike Thompson,http://mikethompson.house.gov/,3/19/18,3/19/18,BPS-H80-018905,,/,1/1/94,1/1/94,91120,,,,,  ,,,,,-122.1309678,38.00634877
4900,Ontario,,909-984-7384,,56,92,H80CS26624,POMONA COMMUNITY HEALTH CENTER,"Corporate Entity, Federal Tax Exempt",N,Y,N,N,N,6388,820C82B4-237D-4807-B760-CE9852BEB393,34671F00-E3C8-4B62-A0A4-345A05D35320,ESR_SCP,1556 S Sultana Ave,Ontario,CA,91761-4238,N,Unknown,7,All Other Clinic Types,1,Active,1,Permanent,2,Service Delivery Site,1,Health Center/Applicant,0,Unknown,0,Unknown,71,San Bernardino,County            ,San Bernardino County,6071,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,N,35,California District 35,635,Norma J. Torres,https://torres.house.gov/,3/19/18,3/19/18,BPS-H80-017360,,/,12/11/15,12/11/15,09E01080,,,,,  ,,,,,-117.6460277,34.04542527
4910,Pomona Community Health Center,,909-622-6516,www.pomonachc.org,40,92,H80CS26624,POMONA COMMUNITY HEALTH CENTER,"Corporate Entity, Federal Tax Exempt",N,Y,N,N,N,9174,BD59D520-260C-4C54-AB3D-8609A3C3C7E1,A1B6D87B-3445-4FFC-B396-943DF588F2CF,ESR_SCP,750 S Park Ave Rm 101,Pomona,CA,91766-3129,N,Urban,7,All Other Clinic Types,1,Active,1,Permanent,2,Service Delivery Site,1,Health Center/Applicant,2,Part-Time,1,Year-Round,37,Los Angeles,County            ,Los Angeles County,6037,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,N,35,California District 35,635,Norma J. Torres,https://torres.house.gov/,3/19/18,3/19/18,BPS-H80-013167,1/1/95,1/1/95,11/1/13,11/1/13,09E01080,,,,,  ,,,,,-117.7543184,34.05271578
4918,San Diego American Indian Health Center,,619-234-2158,www.sdaihc.com,40,540,H80CS28993,SAN DIEGO AMERICAN INDIAN HEALTH CENTER INC,"Corporate Entity, Federal Tax Exempt",N,Y,N,N,N,9603,C61544A0-8BCF-46CD-84DD-0C8337A99872,F1EDB76C-AC6B-405D-8DE7-C761F9BB5EB9,ESR_SCP,2630 1st Ave,San Diego,CA,92103-6599,Y,Urban,7,All Other Clinic Types,1,Active,1,Permanent,3,Administrative/Service Delivery Site,1,Health Center/Applicant,0,Unknown,0,Unknown,73,San Diego,County            ,San Diego County,6073,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,Y,53,California District 53,653,Susan A. Davis,https://susandavis.house.gov/,3/19/18,3/19/18,BPS-H80-015525,,/,8/1/15,8/1/15,09E01190,,,,,  ,,,,,-117.1639938,32.73273787
4919,Northeast Community Clinic Mobile Medical Van,9.00E+04,323-255-6000,www.necc.net,20,,,,, , , , , ,2278,2DC19062-C8F3-4AB7-8F41-A9D5680DAC65,0C1093BF-6B7A-46F4-9663-DE93C0593DC5,FQHC_LKL,5820 N Figueroa St,Los Angeles,CA,90042-4228,N,Urban,7,All Other Clinic Types,1,Active,1,Permanent,2,Service Delivery Site,1,Health Center/Applicant,2,Part-Time,1,Year-Round,37,Los Angeles,County            ,Los Angeles County,6037,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,N,34,California District 34,634,Jimmy Gomez,https://gomez.house.gov,3/19/18,3/19/18,BPS-LAL-009876,2/1/06,2/1/06,8/24/10,8/24/10,,LAL00033,"NORTHEAST COMMUNITY CLINIC, INC",200 E ANAHEIM ST,WILMINGTON,CA,90744-5809,Christopher T Lau,626-457-6900 x06,Clau@necc.net,-118.1913276,34.1102917
4920,ST JOSEPH'S OFFICE OF THE POOR,09021M,408-283-8140,www.Gardnerhealth.org,16,950,H80CS00359,"Gardner Family Health Network, Inc.","Corporate Entity, Federal Tax Exempt",N,Y,N,N,Y,3084,3ECB8C01-49E2-4DF4-97C8-2926DD02519B,AB4B202F-BA93-4FF9-B127-22E68955E936,ESR_SCP,80 S Market St,San Jose,CA,95113-2303,N,Urban,7,All Other Clinic Types,1,Active,1,Permanent,2,Service Delivery Site,1,Health Center/Applicant,2,Part-Time,1,Year-Round,85,Santa Clara,County            ,Santa Clara County,6085,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,N,19,California District 19,619,Zoe Lofgren,https://lofgren.house.gov/,3/19/18,3/19/18,BPS-H80-006459,1/1/98,1/1/98,1/1/98,1/1/98,90210,,,,,  ,,,,,-121.8910074,37.33407131
4925,Los Angeles Gay & Lesbian Center,,323-993-7400,http://laglc.convio.net/site/PageServer,64,599,H80CS26621,Los Angeles LGBT Center,"Corporate Entity, Federal Tax Exempt",N,Y,N,N,N,1028,14E9866D-790B-4B62-B588-09EE49A9D6CB,A3C3C98C-AC62-4BB4-B7EE-9A366DC6E84F,ESR_SCP,1625 Schrader Blvd,Los Angeles,CA,90028-6213,N,Urban,7,All Other Clinic Types,1,Active,1,Permanent,2,Service Delivery Site,1,Health Center/Applicant,1,Full-Time,1,Year-Round,37,Los Angeles,County            ,Los Angeles County,6037,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,N,28,California District 28,628,Adam B. Schiff,http://schiff.house.gov/,3/19/18,3/19/18,BPS-H80-013259,6/1/93,6/1/93,11/1/13,11/1/13,09E01087,,,,,  ,,,,,-118.3324932,34.100505
4932,LA CLINICA PITTSBURG DENTAL ,09123B,925-431-1250,www.laclinica.org,53,1302,H80CS00631,"LA CLINICA DE LA RAZA, INC.","Corporate Entity, Federal Tax Exempt",N,Y,N,N,N,2227,2CCBEE53-3C79-4C4E-9AAC-E129C3BC68E9,57001014-417F-4789-B3D4-DF5A5F43E0B1,ESR_SCP,339 E Leland Rd,Pittsburg,CA,94565-4911,N,Urban,7,All Other Clinic Types,1,Active,1,Permanent,2,Service Delivery Site,1,Health Center/Applicant,1,Full-Time,1,Year-Round,13,Contra Costa,County            ,Contra Costa County,6013,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,N,11,California District 11,611,Mark DeSaulnier,https://desaulnier.house.gov/,3/19/18,3/19/18,BPS-H80-000944,1/1/99,1/1/99,1/1/99,1/1/99,91230,,,,,  ,,,,,-121.8875059,38.01140202
4943,Marin Community Clinic - Larkspur,,415-448-1500,www.marinclinic.org,40,1083,H80CS00343,Marin Community Clinic,"Corporate Entity, Federal Tax Exempt",N,Y,N,N,N,6804,8AC70505-39C5-4938-A3E3-B8FE432B86BE,8266EE65-6D3B-4AF9-870E-92C06373AEEC,ESR_SCP,5 Bon Air Rd Ste 117,Larkspur,CA,94939-1138,N,Urban,7,All Other Clinic Types,1,Active,1,Permanent,2,Service Delivery Site,1,Health Center/Applicant,1,Full-Time,1,Year-Round,41,Marin,County            ,Marin County,6041,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,N,2,California District 02,602,Jared Huffman,http://huffman.house.gov,3/19/18,3/19/18,BPS-H80-014015,4/28/14,4/28/14,7/1/14,7/1/14,95380,,,,,  ,,,,,-122.5395563,37.94390207
4947,LA CLINICA OAKLEY,,925-776-8200,www.laclinica.org,40,1302,H80CS00631,"LA CLINICA DE LA RAZA, INC.","Corporate Entity, Federal Tax Exempt",N,Y,N,N,N,2412,30C0906F-56F3-47B5-9380-0B6EA9B5EE1A,A1D50C66-443B-4E9C-804C-45298FCAC2D8,ESR_SCP,2021 Main St,Oakley,CA,94561-3302,N,Urban,7,All Other Clinic Types,1,Active,1,Permanent,2,Service Delivery Site,1,Health Center/Applicant,1,Full-Time,1,Year-Round,13,Contra Costa,County            ,Contra Costa County,6013,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,N,9,California District 09,609,Jerry McNerney,http://mcnerney.house.gov/,3/19/18,3/19/18,BPS-H80-011034,11/1/11,11/1/11,11/22/11,11/22/11,91230,,,,,  ,,,,,-121.7329609,38.00413282
4949,Chula Vista Family Counseling Center,,619-515-2562,,40,1030,H80CS00224,"FAMILY HEALTH CENTERS OF SAN DIEGO, INC.","Corporate Entity, Federal Tax Exempt",N,Y,N,Y,Y,8402,AC654AD6-AB57-49F7-AC32-1265FDA2A0B2,39EE60B6-E52C-43ED-B23C-3AFF2B89D9D5,ESR_SCP,248 Landis Ave,Chula Vista,CA,91910-2609,Y,Unknown,7,All Other Clinic Types,1,Active,1,Permanent,2,Service Delivery Site,1,Health Center/Applicant,0,Unknown,0,Unknown,73,San Diego,County            ,San Diego County,6073,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,Y,51,California District 51,651,Juan Vargas,http://vargas.house.gov,3/19/18,3/19/18,BPS-H80-017794,,/,4/15/16,4/15/16,93120,,,,,  ,,,,,-117.0816474,32.64270019
4951,Dunsmuir Community Health Center,,530-964-2389,www.mccloudhealth.com,45,56,H80CS24112,MCCLOUD HEALTHCARE CLINIC INC,"Corporate Entity, Federal Tax Exempt",N,Y,N,N,N,9043,BA8B9915-4E16-4120-87D5-8FDE738E9840,7C678294-7E16-4480-8242-BCB6216592C2,ESR_SCP,4309 Stagecoach Rd,Dunsmuir,CA,96025-1812,N,Rural,7,All Other Clinic Types,1,Active,1,Permanent,2,Service Delivery Site,1,Health Center/Applicant,1,Full-Time,1,Year-Round,93,Siskiyou,County            ,Siskiyou County,6093,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,N,1,California District 01,601,Doug LaMalfa,http://lamalfa.house.gov,3/19/18,3/19/18,BPS-H80-011653,8/1/11,8/1/11,6/1/12,6/1/12,09E00476,,,,,  ,,,,,-122.2768399,41.22249548
4957,Wesley Health Centers -- Michael Antonovich Dental Clinic,,323-201-4516,,40,1377,H80CS06673,"JWCH Institute, Inc.","Corporate Entity, Federal Tax Exempt",N,Y,N,N,Y,6270,7FE15C33-B2D7-4733-8311-9237B6D21A0C,2FA400D7-3FD4-4117-AA95-592594D71B76,ESR_SCP,1845 N Fair Oaks Ave Ste 1101,Pasadena,CA,91103-1620,N,Unknown,7,All Other Clinic Types,1,Active,1,Permanent,2,Service Delivery Site,1,Health Center/Applicant,0,Unknown,0,Unknown,37,Los Angeles,County            ,Los Angeles County,6037,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,N,27,California District 27,627,Judy Chu,http://chu.house.gov/,3/19/18,3/19/18,BPS-H80-020792,,/,6/27/17,6/27/17,925360,,,,,  ,,,,,-118.1508042,34.17764366
4990,Los Angeles Christian Health Centers at Grape Street Elementary,,213-893-1960,www.lachc.com,20,1193,H80CS06674,Los Angeles Christian Health Centers,"Corporate Entity, Federal Tax Exempt",N,Y,N,Y,Y,11069,E4633FD5-F28D-47AF-9F1F-9DE356BCC5C9,1D9FAF11-14E7-40AA-B86F-5BBF89FE81F6,ESR_SCP,1940 E 111th St,Los Angeles,CA,90059-2002,N,Unknown,2,School,1,Active,1,Permanent,2,Service Delivery Site,1,Health Center/Applicant,0,Unknown,0,Unknown,37,Los Angeles,County            ,Los Angeles County,6037,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,N,44,California District 44,644,Nanette Diaz Barragíçn,https://barragan.house.gov/,3/19/18,3/19/18,BPS-H80-018112,,/,6/16/16,6/16/16,921430,,,,,  ,,,,,-118.237662,33.93425547
5009,CSC Community Health Center - San Gabriel,,323-841-7207 x17207,www.cscla.org,40,1345,H80CS08735,Chinatown Service Center,"Corporate Entity, Federal Tax Exempt",N,Y,N,N,N,1833,24E197DA-71D8-4CA8-BE89-9710DE39CEFB,1046FFFE-77AC-462F-8CFA-B0977428F150,ESR_SCP,555 W Las Tunas Dr,San Gabriel,CA,91776-1134,N,Unknown,7,All Other Clinic Types,1,Active,1,Permanent,2,Service Delivery Site,1,Health Center/Applicant,0,Unknown,0,Unknown,37,Los Angeles,County            ,Los Angeles County,6037,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,N,27,California District 27,627,Judy Chu,http://chu.house.gov/,3/19/18,3/19/18,BPS-H80-019613,,/,5/8/17,5/8/17,928870,,,,,  ,,,,,-118.1083507,34.10249868
5011,Family HealthCare Network Visalia-School Avenue Health Center,,559-734-1939,http://www.fhcn.org,79,1375,H80CS00786,Family Healthcare Network,"Corporate Entity, Federal Tax Exempt",Y,Y,N,N,N,7783,9F2726C1-05A3-49AC-B3BD-D98EF3B6C71D,DF1CF540-5AA0-485C-9F02-9153D3243441,ESR_SCP,401 E School Ave,Visalia,CA,93291-5032,N,Urban,7,All Other Clinic Types,1,Active,1,Permanent,2,Service Delivery Site,1,Health Center/Applicant,1,Full-Time,1,Year-Round,107,Tulare,County            ,Tulare County,6107,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,N,22,California District 22,622,Devin Nunes,http://nunes.house.gov/,3/19/18,3/19/18,BPS-H80-011365,11/1/95,11/1/95,5/1/12,5/1/12,93640,,,,,  ,,,,,-119.2884396,36.33286052
5019,Midtown Medical Center,,916-454-2345,,30,1462,H80CS24113,ELICA HEALTH CENTERS,"Corporate Entity, Federal Tax Exempt",N,Y,N,N,N,11532,ED15C421-65B9-44A6-896E-43C10F085AC1,C1E3BE93-24C0-4846-AE65-F0132C668A94,ESR_SCP,3701 J St Ste 103,Sacramento,CA,95816-5542,N,Unknown,7,All Other Clinic Types,1,Active,1,Permanent,2,Service Delivery Site,1,Health Center/Applicant,0,Unknown,0,Unknown,67,Sacramento,County            ,Sacramento County,6067,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,N,6,California District 06,606,Doris O. Matsui,http://matsui.house.gov,3/19/18,3/19/18,BPS-H80-019272,,/,2/23/17,2/23/17,09E00477,,,,,  ,,,,,-121.4568342,38.5705658
5021,Health to Hope Clinics  Riverside Access Center,,951-595-4444,www.healthtohope.com,36,1115,H80CS24201,Urban Community Action Projects,"Corporate Entity, Federal Tax Exempt",N,N,N,N,Y,1834,24E69B12-D721-455E-BFE7-F6AB5A84D834,5F02BCBF-5BFC-4ECA-9C5B-114F078A7DA5,ESR_SCP,2880 Hulen Pl,Riverside,CA,92507-2606,N,Urban,7,All Other Clinic Types,1,Active,1,Permanent,2,Service Delivery Site,1,Health Center/Applicant,1,Full-Time,1,Year-Round,65,Riverside,County            ,Riverside County,6065,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,Y,41,California District 41,641,Mark Takano,http://takano.house.gov,3/19/18,3/19/18,BPS-H80-013825,1/1/12,1/1/12,5/1/14,5/1/14,09E00525,,,,,  ,,,,,-117.3538674,33.98691939
5030,Family HealthCare Network - Annex,,559-781-7242,www.fhcn.org,94,1375,H80CS00786,Family Healthcare Network,"Corporate Entity, Federal Tax Exempt",Y,Y,N,N,N,11063,E44578C9-0F52-4131-A317-41E573F1FB0B,93953287-F4DE-4D74-87FF-8E05BC4E2F88,ESR_SCP,1137 W Poplar Ave,Porterville,CA,93257-5839,N,Rural,7,All Other Clinic Types,1,Active,1,Permanent,1,Administrative,1,Health Center/Applicant,1,Full-Time,1,Year-Round,107,Tulare,County            ,Tulare County,6107,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,N,23,California District 23,623,Kevin McCarthy,http://kevinmccarthy.house.gov/,3/19/18,3/19/18,BPS-H80-008826,4/1/09,4/1/09,6/29/09,6/29/09,93640,,,,,  ,,,,,-119.0429033,36.05126448
5032,Family HealthCare Network - Springville Health Center,09364F,559-539-2324,www.fhcn.org,45,1375,H80CS00786,Family Healthcare Network,"Corporate Entity, Federal Tax Exempt",Y,Y,N,N,N,4058,528D0A03-CD1F-42EB-B62C-4C27B3DBFE38,9C9D29DD-2DF2-4902-AB7B-A799BCD63340,ESR_SCP,35800 Highway 190,Springville,CA,93265-9116,N,Rural,7,All Other Clinic Types,1,Active,1,Permanent,2,Service Delivery Site,1,Health Center/Applicant,1,Full-Time,1,Year-Round,107,Tulare,County            ,Tulare County,6107,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,N,23,California District 23,623,Kevin McCarthy,http://kevinmccarthy.house.gov/,3/19/18,3/19/18,BPS-H80-004184,12/1/00,12/1/00,1/12/00,1/12/00,93640,,,,,  ,,,,,-118.8149308,36.13301044
5033,TENNYSON HEALTH CENTER,09319G,510-582-1635,www.tvhc.org,40,231,H80CS00223,TIBURCIO VASQUEZ HEALTH CENTER INCORPORATED,"Corporate Entity, Federal Tax Exempt",N,Y,N,N,N,4785,61B8BE78-9C95-4A38-8235-7EF8960C85AC,5A2B800A-879A-4D8F-8C38-ACC3AC16D9AE,ESR_SCP,27035 Whitman St Rm A-1,Hayward,CA,94544-4027,N,Urban,2,School,1,Active,1,Permanent,2,Service Delivery Site,1,Health Center/Applicant,1,Full-Time,1,Year-Round,1,Alameda,County            ,Alameda County,6001,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,N,15,California District 15,615,Eric Swalwell,http://swalwell.house.gov,3/19/18,3/19/18,BPS-H80-003677,2/1/04,2/1/04,1/11/04,1/11/04,93190,,,,,  ,,,,,-122.0658635,37.64220287
5057,Venice Family Clinic - Lou Colen Children&#39;s Health and Wellness Center,,310-664-7760,,45,914,H80CS04217,Venice Family Clinic,"Corporate Entity, Federal Tax Exempt",N,Y,N,Y,Y,3221,4165B27D-959A-4DD0-8D60-9C8698344630,E944105D-1968-4471-BC80-E4B46B86B3E7,ESR_SCP,4700 Inglewood Blvd Ste 101,Los Angeles,CA,90230-5896,N,Unknown,7,All Other Clinic Types,1,Active,1,Permanent,2,Service Delivery Site,1,Health Center/Applicant,0,Unknown,0,Unknown,37,Los Angeles,County            ,Los Angeles County,6037,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,N,37,California District 37,637,Karen Bass,http://karenbass.house.gov/,3/19/18,3/19/18,BPS-H80-015384,,/,8/5/15,8/5/15,94890,,,,,  ,,,,,-118.4151944,33.99315608
