Health Center Site Fact Identification Number,Site Name,UDS Number,Site Telephone Number,Site Web Address,Operating Hours per Week,Health Center Grantee Identification Number,Grant Number,Grantee Name,Grantee Organization Type Description,Migrant Health Centers HRSA Grant Subprogram Indicator,Community Health HRSA Grant Subprogram Indicator,School Based Health Center HRSA Grant Subprogram Indicator,Public Housing HRSA Grant Subprogram Indicator,Health Care for the Homeless HRSA Grant Subprogram Indicator,Site Address Identification Number,Site Address Source System Identification Number,Enterprise Site Repository Source ID,Site Data Source,Site Address,Site City,Site State Abbreviation,Site Postal Code,U.S. - Mexico Border 100 Kilometer Indicator,Health Center Site Population Type Description,Health Center Location Setting Identification Number,Health Center Service Delivery Site Location Setting Description,Health Center Status Identification Number,Site Status Description,Health Center Location Identification Number,Health Center Location Type Description,Health Center Type Identification Number,Health Center Type Description,Health Center Operator Identification Number,Health Center Operator Description,Health Center Operating Schedule Identification Number,Health Center Operational Schedule Description,Health Center Operating Calendar Surrogate Key,Health Center Operating Calendar,County or County Equivalent Federal Information Processing Standard Code,County Equivalent Name,County Description,Complete County Name,State and County Federal Information Processing Standard Code,State FIPS Code,State Name,Name of U.S. Senator Number One,Name of U.S. Senator Number Two,HHS Region Code,HHS Region Name,U.S. - Mexico Border County Indicator,Congressional District Number,Congressional District Name,State FIPS and Congressional District Number Code,U.S. Congressional Representative Name,Uniform Resource Locator (URL) for a Member of the U.S. House of Representatives,Data Warehouse Record Create Date Text,Data Warehouse Record Create Date,BPHC Assigned Number,Site Open Date,Site Open Date Text,Site Added to Scope this Date,Site Add to Scope Date Text,BHCMIS Site Identification Number,Federally Qualified Health Center (FQHC) Look-Alike Number,Federally Qualified Health Center (FQHC) Look-Alike Organization Name,Federally Qualified Health Center (FQHC) Look-Alike Street Address,Federally Qualified Health Center (FQHC) Look-Alike Organization City,Federally Qualified Health Center (FQHC) Look-Alike Organization State,Federally Qualified Health Center (FQHC) Look-Alike Organization ZIP Code,Federally Qualified Health Center (FQHC) Look-Alike Organization Site Administrator Contact Name,Federally Qualified Health Center (FQHC) Look-Alike Organization Site Administrator Contact Telephone Number,Federally Qualified Health Center (FQHC) Look-Alike Organization Site Administrator Contact Email Address,Geocoding Artifact Address Primary X Coordinate,Geocoding Artifact Address Primary Y Coordinate
7440,Mobile Unit Health Center,,408-729-9700,,40,904,H80CS06646,"SAN JOSE FOOTHILL FAMILY COMMUNITY CLINIC, INC","Corporate Entity, Federal Tax Exempt",N,Y,N,N,N,10242,D327E432-7A6A-4020-ADBE-D3AA1A119B74,3BF4AD69-C78D-4770-A974-4F6BB4DC4822,ESR_SCP,2880 Story Rd,San Jose,CA,95127-3942,N,Unknown,7,All Other Clinic Types,1,Active,5,Mobile Van,2,Service Delivery Site,1,Health Center/Applicant,0,Unknown,0,Unknown,85,Santa Clara,County            ,Santa Clara County,6085,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,N,19,California District 19,619,Zoe Lofgren,https://lofgren.house.gov/,3/19/18,3/19/18,BPS-H80-015340,,/,7/8/15,7/8/15,925350,,,,,  ,,,,,-121.8227449,37.3536908
7637,"AltaMed Medical Group: Medical and Dental, Mobile Unit",,323-725-8751,,20,1002,H80CS00142,AltaMed Health Services Corporation,"Corporate Entity, Federal Tax Exempt",N,Y,N,Y,N,5532,70537D30-6BD5-4227-899C-A87835278D69,5561CC6B-204F-4A98-B2BD-E38DEE90A27E,ESR_SCP,2219 E 1st St,Los Angeles,CA,90033-3901,N,Urban,2,School,1,Active,5,Mobile Van,2,Service Delivery Site,1,Health Center/Applicant,2,Part-Time,1,Year-Round,37,Los Angeles,County            ,Los Angeles County,6037,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,N,34,California District 34,634,Jimmy Gomez,https://gomez.house.gov,3/19/18,3/19/18,BPS-H80-013575,,/,1/30/14,1/30/14,93110,,,,,  ,,,,,-118.2116392,34.04459541
8002,SJWCFC Mobile #2,,323-541-1600,http://www.wellchild.org,24,923,H80CS00873,"St. John's Well Child And Family Center, Inc.","Corporate Entity, Federal Tax Exempt",N,Y,N,Y,Y,10527,D9107428-2C1C-4512-B1FE-AA266DE93C23,1CD16C5D-F9C4-4C70-836B-3326BFF90909,ESR_SCP,1555 W 110th St,Los Angeles,CA,90047-4912,N,Urban,2,School,1,Active,5,Mobile Van,2,Service Delivery Site,1,Health Center/Applicant,2,Part-Time,1,Year-Round,37,Los Angeles,County            ,Los Angeles County,6037,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,N,43,California District 43,643,Maxine Waters,https://waters.house.gov/,3/19/18,3/19/18,BPS-H80-013318,1/1/14,1/1/14,11/1/13,11/1/13,910370,,,,,  ,,,,,-118.3037387,33.93552619
8058,"T.H.E. Clinic, Inc. - Western",,323-730-1920,,20,616,H80CS00755,"Clinic Inc, The","Corporate Entity, Federal Tax Exempt",N,Y,N,N,N,690,0E0993C9-5027-4C49-9A56-3799943E7656,1DC699C4-54F8-4414-8D78-AE3AB6726510,ESR_SCP,3834 S Western Ave,Los Angeles,CA,90062-1104,N,Unknown,7,All Other Clinic Types,1,Active,5,Mobile Van,2,Service Delivery Site,1,Health Center/Applicant,0,Unknown,0,Unknown,37,Los Angeles,County            ,Los Angeles County,6037,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,N,37,California District 37,637,Karen Bass,http://karenbass.house.gov/,3/19/18,3/19/18,BPS-H80-018835,,/,10/27/16,10/27/16,92440,,,,,  ,,,,,-118.3088773,34.016652
8136,Mobile Dental Clinic 2,,760-631-5000,www.vcc.clinic,40,657,H80CS00282,VISTA COMMUNITY CLINIC,"Corporate Entity, Federal Tax Exempt",Y,Y,N,N,N,9431,C2697D5F-FD8F-4094-AFBF-481AA2F84453,8DF5715C-86A2-41BE-AE5D-2FED79BC208E,ESR_SCP,30195 Fraser Dr,Lake Elsinore,CA,92530-7006,N,Unknown,7,All Other Clinic Types,1,Active,5,Mobile Van,2,Service Delivery Site,1,Health Center/Applicant,0,Unknown,0,Unknown,65,Riverside,County            ,Riverside County,6065,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,Y,42,California District 42,642,Ken Calvert,http://calvert.house.gov/,3/19/18,3/19/18,BPS-H80-018146,,/,6/16/16,6/16/16,91670,,,,,  ,,,,,-117.367905,33.68451021
8204,Benevolence Mobile Health Unit,,562-437-1888,www.bhchealth.org,24,1337,H80CS26616,BENEVOLENCE INDUSTRIES INCORPORATED,"Corporate Entity, Federal Tax Exempt",N,Y,N,N,N,11880,F3D20634-1EE4-4079-9B8C-C3AE2E1C8521,EBA43630-5240-4F93-AEEC-E8DB04C25F82,ESR_SCP,934 Atlantic Ave,Long Beach,CA,90813-4515,N,Unknown,7,All Other Clinic Types,1,Active,5,Mobile Van,2,Service Delivery Site,1,Health Center/Applicant,0,Unknown,0,Unknown,37,Los Angeles,County            ,Los Angeles County,6037,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,N,47,California District 47,647,Alan S. Lowenthal,http://lowenthal.house.gov,3/19/18,3/19/18,BPS-H80-020923,,/,7/21/17,7/21/17,09E01093,,,,,  ,,,,,-118.1849951,33.77838917
8229,JWCH MOBILE MEDICAL CLINIC,092536E,213-622-2639,WWW.JWCHINSTITUTE.ORG/HOMELESS.HTM#WEINGART_MEDICAL,21,1377,H80CS06673,"JWCH Institute, Inc.","Corporate Entity, Federal Tax Exempt",N,Y,N,N,Y,5640,72BE5B02-D2EF-4C77-8134-29680DFAA126,F94CD171-FF4F-4E15-B9DF-41F5AB4764CC,ESR_SCP,515 E 6th St,Los Angeles,CA,90021-1009,N,Urban,7,All Other Clinic Types,1,Active,5,Mobile Van,2,Service Delivery Site,1,Health Center/Applicant,1,Full-Time,1,Year-Round,37,Los Angeles,County            ,Los Angeles County,6037,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,N,34,California District 34,634,Jimmy Gomez,https://gomez.house.gov,3/19/18,3/19/18,BPS-H80-005318,8/1/07,8/1/07,7/19/06,7/19/06,925360,,,,,  ,,,,,-118.245068,34.04221032
8347,Mobile Health Services Van #1,,707-443-4666,,36,689,H80CS00225,OPEN DOOR COMMUNITY HEALTH CENTERS,"Corporate Entity, Federal Tax Exempt",N,Y,N,N,N,8150,A7130767-2E82-42D1-A73C-964FC6E9F028,72EE4B1A-4E3C-4127-BADB-D8E0BC5D0CB1,ESR_SCP,2412 Buhne St,Eureka,CA,95501-3207,N,Rural,7,All Other Clinic Types,1,Active,5,Mobile Van,2,Service Delivery Site,1,Health Center/Applicant,2,Part-Time,1,Year-Round,23,Humboldt,County            ,Humboldt County,6023,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,N,2,California District 02,602,Jared Huffman,http://huffman.house.gov,3/19/18,3/19/18,BPS-H80-012781,11/1/12,11/1/12,8/1/13,8/1/13,91540,,,,,  ,,,,,-124.1410909,40.78591951
8724,Kern Mobile Unit,,661-635-3050,www.clinicasierravista.org,40,1039,H80CS00540,Clinica Sierra Vista,"Corporate Entity, Federal Tax Exempt",Y,Y,N,N,Y,292,06459865-327E-4DC7-8E5F-0A470A2EFBD9,A273F3B7-28AF-449F-A7FC-60DD836DC780,ESR_SCP,705 S Union Ave,Bakersfield,CA,93307-3635,N,Unknown,7,All Other Clinic Types,1,Active,5,Mobile Van,2,Service Delivery Site,1,Health Center/Applicant,0,Unknown,0,Unknown,29,Kern,County            ,Kern County,6029,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,N,21,California District 21,621,David G. Valadao,http://valadao.house.gov,3/19/18,3/19/18,BPS-H80-017133,,/,9/28/15,9/28/15,90390,,,,,  ,,,,,-119.0031604,35.348904
8746,Mission City Community Network - SFV- Mobile II,,818-895-3100,,30,677,H80CS08241,"Mission City Community Network, Inc.","Corporate Entity, Federal Tax Exempt",N,Y,N,N,N,8184,A7BB32C9-D87E-432E-947A-D363BB41A272,B94A0037-FD97-4930-8534-DCDD47FC8F5C,ESR_SCP,9919 Laurel Canyon Blvd,Pacoima,CA,91331-3940,N,Unknown,2,School,1,Active,5,Mobile Van,2,Service Delivery Site,1,Health Center/Applicant,0,Unknown,0,Unknown,37,Los Angeles,County            ,Los Angeles County,6037,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,N,29,California District 29,629,Tony Cíçrdenas,http://cardenas.house.gov,3/19/18,3/19/18,BPS-H80-016820,,/,8/20/15,8/20/15,929830,,,,,  ,,,,,-118.4239125,34.25095101
8760,El Proyecto del Barrio Mobile Clinic,,818-830-7133,www.elproyecto.us,20,1089,H80CS06647,"El Proyecto Del Barrio, Inc","Corporate Entity, Federal Tax Exempt",N,Y,N,N,N,1762,233BB364-F08B-4F52-B154-F1E99BC25A07,3E70005D-A41A-4558-AB6A-859A5F4AA810,ESR_SCP,20800 Sherman Way,Winnetka,CA,91306-2707,N,Urban,7,All Other Clinic Types,1,Active,5,Mobile Van,2,Service Delivery Site,1,Health Center/Applicant,2,Part-Time,0,Unknown,37,Los Angeles,County            ,Los Angeles County,6037,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,N,30,California District 30,630,Brad Sherman,http://bradsherman.house.gov/,3/19/18,3/19/18,BPS-H80-014108,7/1/05,7/1/05,7/25/14,7/25/14,91620,,,,,  ,,,,,-118.586483,34.20096553
8864,Mission City Community Network - Mobile-San Gabriel Valley,,909-525-9111,www.mccn.org,40,677,H80CS08241,"Mission City Community Network, Inc.","Corporate Entity, Federal Tax Exempt",N,Y,N,N,N,1818,24756788-F494-4B00-97BB-090044239518,53D8C5CF-A1ED-4635-9572-DAE3E425C24D,ESR_SCP,1818 N Orange Grove Ave,Pomona,CA,91767-3028,N,Unknown,7,All Other Clinic Types,1,Active,5,Mobile Van,3,Administrative/Service Delivery Site,1,Health Center/Applicant,0,Unknown,0,Unknown,37,Los Angeles,County            ,Los Angeles County,6037,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,N,35,California District 35,635,Norma J. Torres,https://torres.house.gov/,3/19/18,3/19/18,BPS-H80-014436,,/,11/28/14,11/28/14,929830,,,,,  ,,,,,-117.7489336,34.07697909
8897,MOBILE MEDICAL VAN,092538B,707-939-6070,www.svchc.org,18,425,H80CS06649,Sonoma Valley Community Health Center,"Corporate Entity, Federal Tax Exempt",N,Y,N,N,N,902,120DA98D-6F26-4A4D-9916-46446C4E3207,85D1D309-7659-4A65-B816-AC7AE3881D93,ESR_SCP,430 W Napa St Ste 3F,Sonoma,CA,95476-6500,N,Rural,7,All Other Clinic Types,1,Active,5,Mobile Van,2,Service Delivery Site,1,Health Center/Applicant,2,Part-Time,1,Year-Round,97,Sonoma,County            ,Sonoma County,6097,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,N,5,California District 05,605,Mike Thompson,http://mikethompson.house.gov/,3/19/18,3/19/18,BPS-H80-006763,5/1/03,5/1/03,1/1/06,1/1/06,925380,,,,,  ,,,,,-122.4663179,38.29277442
8907,Temporary - Clinica Fiesta Moblie van 4,,707-547-2222,,40,793,H80CS00259,SANTA ROSA COMMUNITY HEALTH CENTERS,"Corporate Entity, Federal Tax Exempt",N,Y,N,N,N,2162,2B9343C5-A461-4943-9DF2-A6EEE8EFFDAB,160F7077-D699-4C1B-B1B4-8174EC953B4A,ESR_SCP,1110 N Dutton Ave,Santa Rosa,CA,95401-4606,N,Unknown,7,All Other Clinic Types,1,Active,5,Mobile Van,2,Service Delivery Site,1,Health Center/Applicant,0,Unknown,0,Unknown,97,Sonoma,County            ,Sonoma County,6097,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,N,5,California District 05,605,Mike Thompson,http://mikethompson.house.gov/,3/19/18,3/19/18,BPS-H80-021513,,/,12/7/17,12/7/17,98790,,,,,  ,,,,,-122.7304495,38.44650387
8934,Aria Community Health Center - Mobile 1,,559-386-4501,N/A,2,840,H80CS08739,AVENAL COMMUNITY HEALTH CENTER,"Corporate Entity, Federal Tax Exempt",Y,N,N,N,N,10927,E135C4B5-12BC-48B8-A0FB-D09A789D3352,7C3F9CF3-2B22-49D3-8535-97CA592F5080,ESR_SCP,75 N 5th St,Kettleman City,CA,93239,N,Rural,7,All Other Clinic Types,1,Active,5,Mobile Van,2,Service Delivery Site,1,Health Center/Applicant,1,Full-Time,1,Year-Round,31,Kings,County            ,Kings County,6031,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,N,21,California District 21,621,David G. Valadao,http://valadao.house.gov,3/19/18,3/19/18,BPS-H80-011790,8/31/11,8/31/11,6/16/12,6/16/12,911950,,,,,  ,,,,,-119.9641062,36.00735859
9041,CSVS - MOBILE UNIT,09105I,831-633-1514,www.csvs.org,30,911,H80CS00232,CLINICA DE SALUD DEL VALLE DE SALINAS,"Corporate Entity, Federal Tax Exempt",Y,Y,N,N,Y,8859,B67B4BE2-DFDC-4BCC-9E55-471D718A0EB6,4608DCA7-7F76-4317-9EFB-B2EA9608099D,ESR_SCP,440 Airport Blvd,Salinas,CA,93905-3302,N,Rural,7,All Other Clinic Types,1,Active,5,Mobile Van,2,Service Delivery Site,1,Health Center/Applicant,2,Part-Time,1,Year-Round,53,Monterey,County            ,Monterey County,6053,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,N,20,California District 20,620,Jimmy Panetta,https://panetta.house.gov/,3/19/18,3/19/18,BPS-H80-006821,1/7/04,1/7/04,1/7/04,1/7/04,91050,,,,,  ,,,,,-121.6167267,36.66528554
9102,La Maestra Mobile Medical and Dental Van,,619-280-4213,www.lamaestra.org,32,871,H80CS00812,"La Maestra Family Clinic, Inc.","Corporate Entity, Federal Tax Exempt",N,Y,N,Y,Y,900,12053347-6C40-4CF3-AB39-24ACE450D880,529668BB-AE54-432D-A6C0-89DEAB972031,ESR_SCP,4060 Fairmount Ave,San Diego,CA,92105-1608,Y,Urban,7,All Other Clinic Types,1,Active,5,Mobile Van,2,Service Delivery Site,1,Health Center/Applicant,1,Full-Time,1,Year-Round,73,San Diego,County            ,San Diego County,6073,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,Y,51,California District 51,651,Juan Vargas,http://vargas.house.gov,3/19/18,3/19/18,BPS-H80-012639,5/1/12,5/1/12,6/6/13,6/6/13,95440,,,,,  ,,,,,-117.1009227,32.75051394
9162,RAVENSWOOD MOBILE HEALTH  CLINIC,09815A,650-330-7400,www.ravenswoodfhc.org,20,328,H80CS00145,"South County Community Health Center, Inc.","Corporate Entity, Federal Tax Exempt",N,Y,N,N,N,6012,7AE872DE-50D2-421B-AFE6-B238CFE193CE,249B3F99-C7D9-46E0-9FD8-22E0E5D61E8A,ESR_SCP,1885 Bay Rd,East Palo Alto,CA,94303-1312,N,Urban,7,All Other Clinic Types,1,Active,5,Mobile Van,2,Service Delivery Site,1,Health Center/Applicant,2,Part-Time,1,Year-Round,81,San Mateo,County            ,San Mateo County,6081,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,N,14,California District 14,614,Jackie Speier,http://speier.house.gov/,3/19/18,3/19/18,BPS-H80-007020,3/6/06,3/6/06,1/3/06,1/3/06,98150,,,,,  ,,,,,-122.1324098,37.47278553
9175,Health to Hope Clinics - Mobile Unit 2,,951-595-4444,www.healthtohope.com,24,1115,H80CS24201,Urban Community Action Projects,"Corporate Entity, Federal Tax Exempt",N,N,N,N,Y,107,0231C808-339A-4EFA-BA40-9EC5242EDFA9,B98478A9-0E91-4D68-B3B4-98A31823450D,ESR_SCP,3399 Central Ave,Riverside,CA,92506-1456,N,Unknown,7,All Other Clinic Types,1,Active,5,Mobile Van,2,Service Delivery Site,1,Health Center/Applicant,0,Unknown,0,Unknown,65,Riverside,County            ,Riverside County,6065,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,Y,41,California District 41,641,Mark Takano,http://takano.house.gov,3/19/18,3/19/18,BPS-H80-017665,,/,2/12/16,2/12/16,09E00525,,,,,  ,,,,,-117.3820723,33.95374548
9306,Mobile Dental Trailer #1,,760-773-5743,www.borregomedical.org,30,442,H80CS00287,BORREGO COMMUNITY HEALTH FOUNDATION,"Corporate Entity, Federal Tax Exempt",Y,Y,N,N,N,5886,786231FA-DC0D-4F6A-B5C6-8D98CA9407B3,B35E730A-F328-4AD4-835E-814A3DA31C3F,ESR_SCP,69175 Ramon Rd Bldg A,Cathedral City,CA,92234-3344,N,Urban,7,All Other Clinic Types,1,Active,5,Mobile Van,2,Service Delivery Site,1,Health Center/Applicant,2,Part-Time,1,Year-Round,65,Riverside,County            ,Riverside County,6065,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,Y,36,California District 36,636,Raul Ruiz,http://ruiz.house.gov,3/19/18,3/19/18,BPS-H80-009413,,/,4/14/10,4/14/10,99010,,,,,  ,,,,,-116.4565659,33.81579698
9632,Health To Hope Clinics - Mobile Unit # 3,,951-595-4444,www.HealthToHope.com,40,1115,H80CS24201,Urban Community Action Projects,"Corporate Entity, Federal Tax Exempt",N,N,N,N,Y,12199,FAF6DBE1-9D3D-4AE3-8A73-D6AC2A0C8CC4,2365A9E7-0CCA-417C-AE5B-C6123E81353E,ESR_SCP,2880 Hulen Pl,Riverside,CA,92507-2606,N,Unknown,7,All Other Clinic Types,1,Active,5,Mobile Van,2,Service Delivery Site,1,Health Center/Applicant,0,Unknown,0,Unknown,65,Riverside,County            ,Riverside County,6065,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,Y,41,California District 41,641,Mark Takano,http://takano.house.gov,3/19/18,3/19/18,BPS-H80-020941,,/,7/25/17,7/25/17,09E00525,,,,,  ,,,,,-117.3538674,33.98691939
9641,Fresno Mobile Unit,,661-635-3050,,40,1039,H80CS00540,Clinica Sierra Vista,"Corporate Entity, Federal Tax Exempt",Y,Y,N,N,Y,137,02AD7BBC-BE4A-4D22-B5D3-8FF5E7A22662,A67FAD93-8566-49D8-8884-B64ADEFE99BD,ESR_SCP,4498 N Brawley Ave,Fresno,CA,93722-3917,N,Unknown,7,All Other Clinic Types,1,Active,5,Mobile Van,2,Service Delivery Site,1,Health Center/Applicant,0,Unknown,0,Unknown,19,Fresno,County            ,Fresno County,6019,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,N,22,California District 22,622,Devin Nunes,http://nunes.house.gov/,3/19/18,3/19/18,BPS-H80-017253,,/,11/10/15,11/10/15,90390,,,,,  ,,,,,-119.8624692,36.80152777
9724,Central City Community Health Center,,323-324-3280,,20,340,H80CS00139,Northeast Valley Health Corporation,"Corporate Entity, Federal Tax Exempt",N,Y,N,N,Y,8142,A6F42689-13A7-4954-A5F5-AA260BD1B700,AA2C5613-BBBA-4483-8F03-2CF12652EF5B,ESR_SCP,5968 S Central Ave,Los Angeles,CA,90001-1150,N,Urban,7,All Other Clinic Types,1,Active,5,Mobile Van,2,Service Delivery Site,2,Subrecipient,2,Part-Time,0,Unknown,37,Los Angeles,County            ,Los Angeles County,6037,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,N,40,California District 40,640,Lucille Roybal-Allard,https://roybal-allard.house.gov/,3/19/18,3/19/18,BPS-H80-014077,11/1/06,11/1/06,7/18/14,7/18/14,91000,,,,,  ,,,,,-118.2564056,33.98563456
10568,Mobile Van #3,,805-647-6322,www.clinicas.org,24,489,H80CS00550,"Clinicas del Camino Real, Inc.","Corporate Entity, Federal Tax Exempt",Y,Y,N,N,N,11120,E591107B-C581-4D8A-9479-CD8B27AC924F,FB32D3EB-03FC-4E65-AC48-3F281F1465EA,ESR_SCP,200 S Wells Rd Ste 200,Ventura,CA,93004-1377,N,Rural,7,All Other Clinic Types,1,Active,5,Mobile Van,2,Service Delivery Site,1,Health Center/Applicant,2,Part-Time,1,Year-Round,111,Ventura,County            ,Ventura County,6111,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,N,26,California District 26,626,Julia Brownley,http://juliabrownley.house.gov,3/19/18,3/19/18,BPS-H80-006971,7/1/06,7/1/06,7/1/06,7/1/06,93650,,,,,  ,,,,,-119.1597581,34.29323216
10713,Mobile Van #2 Dental,,805-647-6322,www.clinicas.org,24,489,H80CS00550,"Clinicas del Camino Real, Inc.","Corporate Entity, Federal Tax Exempt",Y,Y,N,N,N,11122,E591107B-C581-4D8A-9479-CD8B27AC924F,6F031901-37A4-4BE1-B62B-F8EFDC0F8103,ESR_SCP,200 S Wells Rd Ste 200,Ventura,CA,93004-1377,N,Rural,7,All Other Clinic Types,1,Active,5,Mobile Van,2,Service Delivery Site,1,Health Center/Applicant,2,Part-Time,1,Year-Round,111,Ventura,County            ,Ventura County,6111,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,N,26,California District 26,626,Julia Brownley,http://juliabrownley.house.gov,3/19/18,3/19/18,BPS-H80-006489,7/1/06,7/1/06,7/1/06,7/1/06,93650,,,,,  ,,,,,-119.1597581,34.29323216
10724,Northeast Valley Health Corporation Mobile,,818-898-1388,WWW.NEVHC.ORG,24,340,H80CS00139,Northeast Valley Health Corporation,"Corporate Entity, Federal Tax Exempt",N,Y,N,N,Y,9661,C76F267F-9B57-4912-BA08-8F8A4B9CDCD3,1F019C36-2279-4892-A5EB-4DC42D5C9FD3,ESR_SCP,1172 N Maclay Ave,San Fernando,CA,91340-1328,N,Urban,7,All Other Clinic Types,1,Active,5,Mobile Van,2,Service Delivery Site,1,Health Center/Applicant,2,Part-Time,1,Year-Round,37,Los Angeles,County            ,Los Angeles County,6037,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,N,29,California District 29,629,Tony Cíçrdenas,http://cardenas.house.gov,3/19/18,3/19/18,BPS-H80-006358,11/1/07,11/1/07,6/14/07,6/14/07,91000,,,,,  ,,,,,-118.4241354,34.29582141
10750,MOBILE UNIT 2,09021O,408-935-3918,www.Gardnerhealth.org,20,950,H80CS00359,"Gardner Family Health Network, Inc.","Corporate Entity, Federal Tax Exempt",N,Y,N,N,Y,4959,6529A62A-B4AF-488F-B2F6-0D59818AD493,C9F742A5-80CA-4D01-AD0E-FBFD6F6139A4,ESR_SCP,1621 Gold St,Alviso,CA,95002,N,Urban,7,All Other Clinic Types,1,Active,5,Mobile Van,2,Service Delivery Site,1,Health Center/Applicant,2,Part-Time,1,Year-Round,85,Santa Clara,County            ,Santa Clara County,6085,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,N,17,California District 17,617,Ro Khanna,https://khanna.house.gov/,3/19/18,3/19/18,BPS-H80-006554,8/1/08,8/1/08,11/28/07,11/28/07,90210,,,,,  ,,,,,-121.9760469,37.42479058
10782,San Benito Health Foundation Mobile Health Center,,831-637-5306,,20,253,H80CS08223,San Benito Health Foundation,"Corporate Entity, Not Federal Tax Exempt",Y,Y,N,N,N,6486,83D862BF-0D8C-442F-AF61-5CB42B9E3CE6,06A2677F-F4D7-4C3E-8DCD-B8C342580E6B,ESR_SCP,351 Felice Dr,Hollister,CA,95023-3361,N,Rural,7,All Other Clinic Types,1,Active,5,Mobile Van,2,Service Delivery Site,1,Health Center/Applicant,1,Full-Time,1,Year-Round,69,San Benito,County            ,San Benito County,6069,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,N,20,California District 20,620,Jimmy Panetta,https://panetta.house.gov/,3/19/18,3/19/18,BPS-H80-011518,8/1/11,8/1/11,6/18/12,6/18/12,91800,,,,,  ,,,,,-121.4169957,36.85330744
11085,HCH Mobile Dental Van,,650-573-2561,,20,273,H80CS00051,"San Mateo, County Of",U.S. Government Entity,Y,N,N,N,Y,2915,3B35DC93-3B1B-4886-A792-C33753C9A42D,53B663FE-89A0-413A-AD1B-270EBE640413,ESR_SCP,222 W 39th Ave,San Mateo,CA,94403-4364,N,Urban,7,All Other Clinic Types,1,Active,5,Mobile Van,2,Service Delivery Site,1,Health Center/Applicant,2,Part-Time,1,Year-Round,81,San Mateo,County            ,San Mateo County,6081,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,N,14,California District 14,614,Jackie Speier,http://speier.house.gov/,3/19/18,3/19/18,BPS-H80-011967,1/12/12,1/12/12,8/15/12,8/15/12,91140,,,,,  ,,,,,-122.2985538,37.53048118
11133,Burre Mobile Dental,09154J,707-442-7078 x205,www.opendoorhealth.com,32,689,H80CS00225,OPEN DOOR COMMUNITY HEALTH CENTERS,"Corporate Entity, Federal Tax Exempt",N,Y,N,N,N,10431,D711CEBB-540A-4879-B121-9A8A3217CA93,9436A102-A427-4F50-80B5-055B6DBB854D,ESR_SCP,959 Myrtle Ave,Eureka,CA,95501-1219,N,Rural,7,All Other Clinic Types,1,Active,5,Mobile Van,2,Service Delivery Site,1,Health Center/Applicant,2,Part-Time,2,Seasonal,23,Humboldt,County            ,Humboldt County,6023,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,N,2,California District 02,602,Jared Huffman,http://huffman.house.gov,3/19/18,3/19/18,BPS-H80-006394,1/1/77,1/1/77,1/6/77,1/6/77,91540,,,,,  ,,,,,-124.1497592,40.80063813
11166,Mobile Unit #4 - Riverside,,951-213-3450,,30,442,H80CS00287,BORREGO COMMUNITY HEALTH FOUNDATION,"Corporate Entity, Federal Tax Exempt",Y,Y,N,N,N,101,020D283F-154B-4121-BE22-394136AEA0E3,0EBE012D-0482-47E9-8C8A-9BD18D168082,ESR_SCP,1970 University Ave,Riverside,CA,92507-5202,N,Unknown,7,All Other Clinic Types,1,Active,5,Mobile Van,2,Service Delivery Site,1,Health Center/Applicant,0,Unknown,0,Unknown,65,Riverside,County            ,Riverside County,6065,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,Y,41,California District 41,641,Mark Takano,http://takano.house.gov,3/19/18,3/19/18,BPS-H80-018773,,/,10/21/16,10/21/16,99010,,,,,  ,,,,,-117.3543994,33.9755625
